,name,commercial_area_code,pop_type,total_pop
541,구로4동주민센터,3110714,RESIDENT,14244.0
542,구로초등학교,3110711,RESIDENT,14240.0
543,국제신학대학원대학교(남서울중학교),3110867,RESIDENT,14236.0
544,독산2동주민센터,3110741,RESIDENT,14200.0
545,한강성심병원,3120146,WORKING,14189.0
546,방배노인종합복지관(이수중학교),3110905,RESIDENT,14180.0
547,둔촌동역 3번(성내3동주민센터),3111062,RESIDENT,14168.0
548,이화달팽이길,3110028,RESIDENT,14140.0
549,신당역,3120039,RESIDENT,14124.0
550,까치산역,3120121,RESIDENT,14076.0
551,연희대우아파트앞,3110509,RESIDENT,14048.0
552,연신내역 2번,3110479,RESIDENT,13988.0
553,신대방삼거리역 3번,3110823,RESIDENT,13984.0
554,개롱역,3120240,RESIDENT,13984.0
555,석촌역 3번,3111015,WORKING,13978.0
556,신자초등학교,3110146,RESIDENT,13932.0
557,종암경찰서,3110314,WORKING,13917.0
558,경찰병원역,3120237,RESIDENT,13900.0
559,본서부병원,3120091,RESIDENT,13892.0
560,등촌1동주민센터,3110671,WORKING,13889.0
561,동대문구청,3110195,RESIDENT,13868.0
562,봉천역 1번(관악초등학교),3110890,RESIDENT,13812.0
563,문래동사거리,3110765,WORKING,13795.0
564,서울서부지방법원,3110586,WORKING,13791.0
565,망우본동주민센터,3110278,RESIDENT,13756.0
566,버티고개,3110046,RESIDENT,13748.0
567,개나리아파트,3120206,RESIDENT,13744.0
568,한강진역 3번,3110095,WORKING,13740.0
569,회현역,3120024,WORKING,13737.0
570,텃골근린공원,3110206,RESIDENT,13684.0
571,화곡초등학교,3110658,RESIDENT,13636.0
572,개포고등학교,3110994,WORKING,13630.0
573,당고개역 5번,3110439,RESIDENT,13624.0
574,인수동 우편취급국,3110358,RESIDENT,13612.0
575,방배초등학교,3110907,RESIDENT,13608.0
576,강동구청역,3120242,RESIDENT,13492.0
577,종암아이파크2차,3110315,WORKING,13465.0
578,논현역,3120185,RESIDENT,13464.0
579,신정네거리역,3120108,RESIDENT,13440.0
580,개봉동 현대아파트,3120124,RESIDENT,13424.0
581,대치사거리,3120217,RESIDENT,13420.0
582,영신초등학교,3110810,RESIDENT,13408.0
583,상도초등학교,3110830,RESIDENT,13400.0
584,러스크서울병원,3110277,RESIDENT,13396.0
585,쌍문시장(쌍문역골목시장),3130146,RESIDENT,13384.0
586,전곡마을마당공원,3110211,RESIDENT,13344.0
587,장곡초등학교,3110325,RESIDENT,13332.0
588,아차산역,3120057,RESIDENT,13332.0
589,간데메공원,3110204,RESIDENT,13324.0
590,계남근린공원,3110610,RESIDENT,13304.0
591,서초소방서,3110917,WORKING,13220.0
592,염곡동 구룡사(포이동성당),3110942,WORKING,13208.0
593,개봉중앙시장,3130225,WORKING,13206.0
594,신내1동주민센터,3110272,RESIDENT,13188.0
595,서울지방병무청,3110814,RESIDENT,13164.0
596,상일여고(상일초등학교),3111089,RESIDENT,13152.0
597,한성대입구역 5번,3110286,WORKING,13134.0
598,금천구립가산도서관,3110724,RESIDENT,13132.0
599,구로전화국,3120134,RESIDENT,13120.0
600,중부시장(신중부시장),3130036,WORKING,13115.0
601,수유역,3120076,WORKING,13109.0
602,경리단길북측,3110084,RESIDENT,13104.0
603,서초3동사거리,3120171,RESIDENT,13084.0
604,연희지하차도,3110512,RESIDENT,13076.0
605,오류동역 1번,3110696,RESIDENT,13056.0
606,당산역,3120143,WORKING,13036.0
607,종로3가역,3120009,RESIDENT,13020.0
608,신사역,3120178,RESIDENT,13000.0
609,우장산역 1번,3110649,RESIDENT,12996.0
610,상월곡역 2번,3110327,RESIDENT,12984.0
611,증산역 1번,3110498,RESIDENT,12960.0
612,우리은행응암동지점,3110488,RESIDENT,12948.0
613,신정네거리역,3120108,WORKING,12942.0
614,서서울호수공원,3110596,RESIDENT,12928.0
615,노량진초등학교,3110832,RESIDENT,12920.0
616,남영동 먹자골목,3120045,WORKING,12904.0
617,아차산역 5번,3110164,RESIDENT,12892.0
618,성신여대,3120072,RESIDENT,12828.0
619,노량진역(노량진),3120153,RESIDENT,12828.0
620,문성초등학교,3110738,RESIDENT,12824.0
621,가산동우체국,3110729,RESIDENT,12816.0
622,신도림역,3120128,RESIDENT,12812.0
623,윗방죽마을공원,3110999,RESIDENT,12804.0
624,이화사거리,3120013,WORKING,12785.0
625,영등포푸르지오아파트,3110785,RESIDENT,12780.0
626,정릉역 1번,3110299,RESIDENT,12772.0
627,공덕동주민센터,3110587,RESIDENT,12756.0
628,계상초등학교,3110425,RESIDENT,12740.0
629,동대부고,3110232,RESIDENT,12736.0
630,성신여대입구역 7번,3110301,RESIDENT,12696.0
631,돌곶이역 8번,3110331,RESIDENT,12684.0
632,송천초등학교,3110368,RESIDENT,12680.0
633,송정체육공원,3110138,RESIDENT,12672.0
634,서울축산농협 독산역지점(독산파출소),3110730,RESIDENT,12652.0
635,오목교역,3120113,RESIDENT,12652.0
636,대치2동주민센터,3110996,RESIDENT,12648.0
637,연천초등학교,3110483,RESIDENT,12644.0
638,백석중학교,3110672,RESIDENT,12636.0
639,서울약령시장,3130086,WORKING,12626.0
640,구파발역,3120089,RESIDENT,12604.0
641,낙성대역 5번(관악중학교),3110899,RESIDENT,12600.0
642,효창공원앞역 6번,3110060,RESIDENT,12556.0
643,홍대부속여중고앞,3110557,RESIDENT,12540.0
644,서울역 12번,3110074,RESIDENT,12508.0
645,덕수교,3110356,RESIDENT,12492.0
646,사당역 11번(사당역먹자골목),3120163,RESIDENT,12420.0
647,서교동(홍대),3120102,RESIDENT,12400.0
648,동묘앞역 2번,3110035,RESIDENT,12392.0
649,신월중학교,3110594,RESIDENT,12384.0
650,연신내역,3120090,RESIDENT,12376.0
651,방이역,3120238,WORKING,12323.0
652,한성대입구역,3120070,WORKING,12313.0
653,성신여대입구역 1번,3110303,RESIDENT,12312.0
654,오류동역 3번,3110689,RESIDENT,12268.0
655,한강성심병원,3120146,RESIDENT,12268.0
656,개봉1동주민센터,3110695,WORKING,12267.0
657,중곡초등학교,3110253,RESIDENT,12240.0
658,화곡역,3120120,RESIDENT,12236.0
659,수유역 2번,3110373,RESIDENT,12216.0
660,대림한신아파트,3110781,RESIDENT,12208.0
661,은평세무서,3110477,RESIDENT,12192.0
662,G타워,3110722,WORKING,12143.0
663,신길대성유니드아파트,3110780,RESIDENT,12132.0
664,GS강동자이아파트,3111083,RESIDENT,12124.0
665,보문역 4번,3110304,RESIDENT,12116.0
666,송파역 2번,3111016,RESIDENT,12112.0
667,양천향교역 5번,3110657,WORKING,12101.0
668,내방역 8번,3110919,RESIDENT,12092.0
669,월드순복음교회,3110246,RESIDENT,12084.0
670,세검정초등학교,3110003,RESIDENT,12080.0
671,풍납시장,3130314,RESIDENT,12052.0
672,군자역,3120055,WORKING,12043.0
673,가좌역 2번,3110553,RESIDENT,11952.0
674,연신내역 3번,3110480,RESIDENT,11932.0
675,장안동사거리,3120067,WORKING,11930.0
676,"이화여대(이대역, 이대)",3120096,RESIDENT,11920.0
677,백련산해모로아파트,3110475,RESIDENT,11916.0
678,광화문역,3120003,RESIDENT,11900.0
679,보라매동주민센터(당곡고등학교),3110875,RESIDENT,11888.0
680,남부초등학교,3110868,RESIDENT,11864.0
681,문래역(문래로데오거리),3120137,WORKING,11863.0
682,도봉구 정병원,3110402,RESIDENT,11848.0
683,홍제3동주민센터,3110529,RESIDENT,11784.0
684,건대입구역 1번,3110141,RESIDENT,11780.0
685,경희대후문,3110214,RESIDENT,11780.0
686,송파나루역 2번,3111014,RESIDENT,11752.0
687,이수역 10번,3110849,RESIDENT,11748.0
688,서초중학교,3110925,RESIDENT,11728.0
689,창동역,3120079,WORKING,11662.0
690,약수시장,3130042,WORKING,11654.0
691,수락산디자인거리,3110419,RESIDENT,11636.0
692,도성초등학교,3120211,WORKING,11619.0
693,발산역(마곡),3120119,RESIDENT,11616.0
694,마곡역(마곡),3120118,WORKING,11609.0
695,한겨레신문사,3110588,RESIDENT,11596.0
696,양평역,3120135,WORKING,11592.0
697,종로신진시장,3130010,WORKING,11548.0
698,한국SGI본부,3110718,RESIDENT,11540.0
699,대림1동주민센터,3110790,RESIDENT,11532.0
700,영등포구청역,3120136,RESIDENT,11512.0
701,효창공원앞역 2번,3110064,RESIDENT,11492.0
702,쌍문2동우체국,3110398,RESIDENT,11484.0
703,신정2동주민센터,3110625,RESIDENT,11468.0
704,종암동주민센터,3110319,WORKING,11460.0
705,성곡미술관,3110012,WORKING,11444.0
706,마천공원,3111043,RESIDENT,11440.0
707,평창동서측,3110010,RESIDENT,11428.0
708,신설동역 9번,3110181,WORKING,11408.0
709,개봉중앙시장,3130225,RESIDENT,11388.0
710,여의도역(여의도),3120149,RESIDENT,11372.0
711,장위1동주민센터,3110322,RESIDENT,11364.0
712,삼각지역,3120044,WORKING,11347.0
713,샤로수길,3110895,WORKING,11346.0
714,종암아이파크2차,3110315,RESIDENT,11336.0
715,도신초등학교,3110776,RESIDENT,11336.0
716,둔촌역,3120245,WORKING,11326.0
717,가산초등학교(세일중학교),3110732,RESIDENT,11312.0
718,응암1동주민센터,3110478,RESIDENT,11272.0
719,등촌역 7번,3110676,RESIDENT,11272.0
720,개봉3동주민센터,3110697,RESIDENT,11268.0
721,방배역 3번,3110918,RESIDENT,11252.0
722,삼양사거리역 2번,3110355,RESIDENT,11244.0
723,방이동먹자골목,3120229,RESIDENT,11244.0
724,당산역,3120143,RESIDENT,11240.0
725,솔밭공원역 2번,3110345,RESIDENT,11232.0
726,방배아이파크아파트,3110903,WORKING,11227.0
727,종암동주민센터,3110319,RESIDENT,11208.0
728,성자초등학교,3110163,RESIDENT,11196.0
729,신월문화체육센터,3110598,RESIDENT,11196.0
730,경찰병원역 3번,3111025,RESIDENT,11192.0
731,마장축산물시장,3130068,WORKING,11177.0
732,아카데미하우스,3110337,RESIDENT,11168.0
733,석촌고분역,3120226,WORKING,11151.0
734,동대문패션타운 관광특구,3001493,RESIDENT,11148.0
735,해방촌 남동측,3110081,RESIDENT,11148.0
736,강북중학교,3110372,RESIDENT,11140.0
737,신대방삼거리역,3120152,RESIDENT,11116.0
738,구로세무서,3110777,WORKING,11116.0
739,서촌(경복궁역),3120002,WORKING,11078.0
740,도봉세무서,3110370,RESIDENT,11064.0
741,신대방삼거리역,3120152,WORKING,11054.0
742,수유북부시장옆,3110351,RESIDENT,11028.0
743,송파역 2번,3111016,WORKING,11024.0
744,신길3동주민센터,3110787,RESIDENT,10984.0
745,먹골역 5번,3110241,RESIDENT,10976.0
746,굽은다리역 3번,3111080,RESIDENT,10956.0
747,청담사거리(청담동명품거리),3120208,RESIDENT,10952.0
748,대흥역 2번,3110578,RESIDENT,10932.0
749,숙대입구역 1번,3110075,RESIDENT,10928.0
750,구삼강변맛길,3120059,WORKING,10920.0
751,서강대역 1번,3110572,RESIDENT,10908.0
752,내방역,3120164,RESIDENT,10904.0
753,약수역 7번,3110050,WORKING,10872.0
754,NH농협은행 보광동지점,3110092,RESIDENT,10860.0
755,당고개역 2번,3110437,RESIDENT,10860.0
756,독산동정훈단지,3110745,RESIDENT,10852.0
757,삼청동,3120005,WORKING,10846.0
758,개봉중학교,3110691,RESIDENT,10840.0
759,"신촌역(신촌역, 신촌로터리)",3120094,WORKING,10837.0
760,방배역,3120166,RESIDENT,10808.0
761,망원나들목체육관,3110540,RESIDENT,10796.0
762,가로수길,3120186,RESIDENT,10740.0
763,가오리역 2번,3110350,RESIDENT,10736.0
764,내방역 1번,3110922,RESIDENT,10728.0
765,효창공원앞역 5번,3110063,RESIDENT,10712.0
766,신금호역 4번,3110104,RESIDENT,10660.0
767,난향초등학교,3110859,RESIDENT,10648.0
768,금동어린이공원,3110105,RESIDENT,10644.0
769,천일초등학교,3111065,RESIDENT,10620.0
770,연트럴파크(연남동주민센터),3110562,RESIDENT,10616.0
771,오류지구대,3110688,RESIDENT,10592.0
772,마포구청역 4번,3110548,RESIDENT,10560.0
773,둔촌동역 4번,3111064,RESIDENT,10552.0
774,중앙고등학교,3110018,RESIDENT,10540.0
775,상계초등학교,3110424,RESIDENT,10528.0
776,서울역 15번,3110066,RESIDENT,10524.0
777,도화동 상점가,3130195,RESIDENT,10512.0
778,문래중학교,3110756,RESIDENT,10504.0
779,천호초등학교,3111070,RESIDENT,10496.0
780,상도4동주민센터,3110831,RESIDENT,10492.0
781,가리봉파출소,3110721,RESIDENT,10472.0
782,연신내우체국,3110485,RESIDENT,10460.0
783,우면주공아파트,3110934,RESIDENT,10460.0
784,고척초등학교,3110700,RESIDENT,10436.0
785,경리단길남측,3110085,RESIDENT,10408.0
786,등촌역,3120112,WORKING,10385.0
787,행당역 2번,3110112,RESIDENT,10372.0
788,언주역(차병원),3120194,RESIDENT,10372.0
789,대학로(혜화역),3120012,WORKING,10347.0
790,방화역 1번,3110640,RESIDENT,10336.0
791,금천세무서,3110737,RESIDENT,10332.0
792,선유도역 골목형상점가,3130241,WORKING,10328.0
793,양화대교북단,3110546,RESIDENT,10320.0
794,논현2동주민센터,3110966,RESIDENT,10308.0
795,새절역 3번,3110452,RESIDENT,10300.0
796,공덕역(공덕오거리),3120107,RESIDENT,10300.0
797,연신내역 7번,3110465,RESIDENT,10268.0
798,보라매역 6번,3110813,RESIDENT,10248.0
799,개봉중학교,3110691,WORKING,10237.0
800,새마을시장,3130311,RESIDENT,10228.0
801,방학역 2번,3110410,RESIDENT,10204.0
802,서원동주민센터(신관중학교),3110876,RESIDENT,10204.0
803,창동역 2번,3110409,RESIDENT,10196.0
804,도봉우체국,3110388,RESIDENT,10184.0
805,거여역,3120241,WORKING,10162.0
806,마장역 3번,3110123,RESIDENT,10152.0
807,석촌중학교(방이육교),3111022,RESIDENT,10132.0
808,신림초등학교,3110872,RESIDENT,10124.0
809,서울고교교차로,3120168,WORKING,10121.0
810,대흥동주민센터,3110575,RESIDENT,10112.0
811,개봉동 현대아파트,3120124,WORKING,10108.0
812,새터산,3110549,RESIDENT,10092.0
813,석관중앙교회,3110334,RESIDENT,10084.0
814,구로디지털단지역,3120130,WORKING,10083.0
815,장안1동주민센터,3110226,WORKING,10060.0
816,삼성중앙역 5번,3110991,WORKING,10042.0
817,연서시장,3130168,WORKING,10021.0
818,호림박물관(성보고등학교),3110860,RESIDENT,10012.0
819,국립재활원,3110342,RESIDENT,10000.0
820,신길2동우편취급국,3110803,RESIDENT,9992.0
821,가락시장역,3120234,RESIDENT,9980.0
822,국립국악고등학교,3110983,RESIDENT,9960.0
823,이태원(이태원역),3120046,RESIDENT,9960.0
824,대원고등학교,3110168,RESIDENT,9944.0
825,종암중학교,3110317,RESIDENT,9932.0
826,혜화역 1번,3110027,RESIDENT,9900.0
827,도화동 상점가,3130195,WORKING,9880.0
828,신길역 3번,3110807,RESIDENT,9868.0
829,경희대삼거리,3110205,RESIDENT,9860.0
830,이북5도청사,3110001,WORKING,9857.0
831,대림3동사거리,3120139,WORKING,9832.0
832,KT구로지사,3110853,RESIDENT,9828.0
833,이수역 5번,3110904,WORKING,9809.0
834,국회의사당역(국회의사당),3120148,RESIDENT,9800.0
835,상암동상점가,3130183,RESIDENT,9788.0
836,상신초등학교입구,3110448,RESIDENT,9780.0
837,한강로동땡땡거리(은행나무길),3110062,WORKING,9753.0
838,개봉초등학교,3110702,RESIDENT,9748.0
839,목동역 8번출구,3120110,WORKING,9706.0
840,방배초등학교,3110907,WORKING,9697.0
841,개포지구대옆,3110980,RESIDENT,9692.0
842,KB국민은행 망원동지점,3110547,RESIDENT,9684.0
843,KB국민은행 종암동지점,3110320,WORKING,9663.0
844,한성대입구역 5번,3110286,RESIDENT,9660.0
845,강남구청역 4번,3110973,WORKING,9656.0
846,성동초등학교,3110169,RESIDENT,9648.0
847,공항시장역 3번,3110635,RESIDENT,9644.0
848,왕십리역(왕십리),3120049,RESIDENT,9644.0
849,언북중학교,3110957,WORKING,9618.0
850,보인중학교,3111038,RESIDENT,9616.0
851,반포4동주민센터(몽마르뜨공원),3110924,RESIDENT,9608.0
852,목동사거리,3120111,RESIDENT,9608.0
853,둔촌역,3120245,RESIDENT,9592.0
854,강북종합전통시장(강북종합골목시장),3130139,RESIDENT,9588.0
855,방산종합시장(방산시장),3130035,WORKING,9584.0
856,NH농협은행 상도동지점,3110827,RESIDENT,9580.0
857,중앙대학교,3110840,RESIDENT,9580.0
858,곰달래도서관,3110665,WORKING,9562.0
859,구로119안전센터,3110709,RESIDENT,9556.0
860,세곡초등학교,3110694,WORKING,9553.0
861,서대문구청,3110518,WORKING,9533.0
862,우리은행체육관,3110329,RESIDENT,9500.0
863,고대앞사거리,3110190,RESIDENT,9480.0
864,거여초등학교,3111040,RESIDENT,9480.0
865,방배동카페골목,3120162,RESIDENT,9468.0
866,태릉입구역,3120086,WORKING,9460.0
867,삼각지역,3120044,RESIDENT,9404.0
868,삼선중학교,3110293,RESIDENT,9396.0
869,이촌종합시장,3130058,WORKING,9386.0
870,충무로역,3120032,RESIDENT,9380.0
871,다산성곽길,3110047,RESIDENT,9368.0
872,홍은중학교,3110515,RESIDENT,9356.0
873,성산중학교,3110559,RESIDENT,9356.0
874,신정롯데캐슬아파트,3110627,RESIDENT,9352.0
875,노원초등학교,3110416,RESIDENT,9344.0
876,구로디지털단지역,3120130,RESIDENT,9344.0
877,망우3동주민센터,3110268,RESIDENT,9340.0
878,장충단 고개,3110049,WORKING,9336.0
879,장충동주민센터,3110048,RESIDENT,9324.0
880,봉은사역 4번,3110995,RESIDENT,9288.0
881,마천1치안센터,3111047,RESIDENT,9280.0
882,충무초등학교,3110043,RESIDENT,9248.0
883,답십리사거리,3110218,RESIDENT,9212.0
884,제기동역 1번,3110189,RESIDENT,9204.0
885,대림역 5번,3110766,RESIDENT,9200.0
886,난곡초등학교(난곡동벽화마을),3110862,RESIDENT,9168.0
887,중곡1동주민센터,3110153,RESIDENT,9164.0
888,청량리역(청량리),3120063,RESIDENT,9096.0
889,숭례문수입상가(남대문시장),3130022,WORKING,9084.0
890,서초역,3120169,RESIDENT,9080.0
891,답십리초등학교,3110212,RESIDENT,9052.0
892,신정네거리역 2번,3110609,RESIDENT,9032.0
893,삼전역 4번,3111003,WORKING,9012.0
894,신당역,3120039,WORKING,9011.0
895,봉천역 6번,3110889,RESIDENT,9008.0
896,청림동주민센터(상도중학교),3110898,RESIDENT,9008.0
897,길음역 7번,3110307,WORKING,9001.0
898,내방역 5번,3110910,RESIDENT,9000.0
899,청구역 1번,3110053,RESIDENT,8992.0
900,삼전역 1번,3111004,WORKING,8988.0
901,보라매역,3120147,WORKING,8985.0
902,영중로,3120144,WORKING,8983.0
903,회기역,3120065,RESIDENT,8980.0
904,개롱역,3120240,WORKING,8977.0
905,목동문화체육센터,3110624,RESIDENT,8968.0
906,상월곡역 1번,3110323,RESIDENT,8956.0
907,오동나무공원(송파레미니스1단지),3111034,WORKING,8934.0
908,무학봉상점가,3130065,RESIDENT,8920.0
909,한영중고,3111086,RESIDENT,8912.0
910,누원고등학교,3110413,RESIDENT,8908.0
911,원신초등학교(구세군관악영문교회),3110874,RESIDENT,8908.0
912,응암역,3120087,RESIDENT,8872.0
913,"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",3130012,WORKING,8872.0
914,가산동주민센터,3110725,RESIDENT,8852.0
915,명일역,3120248,WORKING,8852.0
916,화곡역,3120120,WORKING,8850.0
917,월곡역,3120075,RESIDENT,8844.0
918,상도역 2번,3110833,RESIDENT,8840.0
919,고덕중학교(고덕2동주민센터),3111087,RESIDENT,8836.0
920,언주역 6번,3110965,RESIDENT,8808.0
921,둔촌고등학교(둔촌중학교),3111079,RESIDENT,8804.0
922,성신여대,3120072,WORKING,8795.0
923,양천향교역 2번,3110652,RESIDENT,8772.0
924,창동신창시장,3130149,RESIDENT,8772.0
925,성수동카페거리,3110131,RESIDENT,8764.0
926,등촌역 4번,3110617,RESIDENT,8760.0
927,신수동주민센터,3110571,RESIDENT,8744.0
928,충정로역 6번,3110591,RESIDENT,8744.0
929,목동로데오거리,3110614,RESIDENT,8740.0
930,양평역 2번,3110757,RESIDENT,8736.0
931,서울북부고용노동지청,3110375,RESIDENT,8720.0
932,갈현건영아파트,3110462,RESIDENT,8708.0
933,만리재,3110590,RESIDENT,8696.0
934,당산역 8번,3110786,RESIDENT,8680.0
935,석관고등학교,3110336,RESIDENT,8676.0
936,천호역 1번(천호문구완구거리),3111048,RESIDENT,8672.0
937,대림3동사거리,3120139,RESIDENT,8644.0
938,녹두거리(대학동),3120158,RESIDENT,8644.0
939,영등포청과시장교차로,3120141,WORKING,8633.0
940,중곡4동주민센터,3110171,RESIDENT,8624.0
941,상월곡역 3번,3110328,RESIDENT,8620.0
942,명일역,3120248,RESIDENT,8596.0
943,서빙고동주민센터,3110089,RESIDENT,8588.0
944,장스여성병원,3110273,RESIDENT,8584.0
945,북한산우이역 2번,3110341,RESIDENT,8580.0
946,수유동우체국,3110353,RESIDENT,8564.0
947,삼양사거리역 1번,3110361,RESIDENT,8556.0
948,명일역 1번,3111074,RESIDENT,8536.0
949,신대방역 4번,3110819,WORKING,8536.0
950,면목역 3번,3110260,RESIDENT,8532.0
951,퇴계로5가,3120035,WORKING,8502.0
952,강남구청역 4번,3110973,RESIDENT,8476.0
953,법제교육센터(버들어린이공원),3110943,WORKING,8466.0
954,우림골목시장,3130115,RESIDENT,8432.0
955,제기동역 6번,3110187,WORKING,8426.0
956,서울남부지방법원,3120109,RESIDENT,8404.0
957,성곡미술관,3110012,RESIDENT,8396.0
958,남산골공원옆,3110042,WORKING,8396.0
959,돌곶이역 1번,3110330,RESIDENT,8384.0
960,아차산역,3120057,WORKING,8377.0
961,상수역 4번,3110561,RESIDENT,8376.0
962,큰굴다리,3110692,RESIDENT,8364.0
963,신진과학기술고등학교,3110470,RESIDENT,8344.0
964,암사역,3120244,RESIDENT,8344.0
965,대림역 2번,3110720,RESIDENT,8340.0
966,조원동주민센터,3110854,RESIDENT,8324.0
967,연신내역 2번,3110479,WORKING,8323.0
968,서울산업정보학교(서울삼성초등학교),3110887,RESIDENT,8316.0
969,영림시장,3130290,RESIDENT,8316.0
970,영신여고,3110441,RESIDENT,8264.0
971,숭실대입구역 4번,3110839,RESIDENT,8260.0
972,굽은다리역,3120247,WORKING,8252.0
973,구의역 4번,3110159,WORKING,8214.0
974,용두동신동아아파트,3110188,WORKING,8197.0
975,공군호텔,3110815,WORKING,8192.0
976,서대문우체국,3110514,RESIDENT,8188.0
977,신원동주민센터,3110871,RESIDENT,8184.0
978,구로보건소,3110713,WORKING,8178.0
979,강서구다솔마을,3110643,RESIDENT,8168.0
980,공릉역,3120084,WORKING,8165.0
981,강북문화정보도서관,3110380,RESIDENT,8112.0
982,회기역 1번,3110215,RESIDENT,8100.0
983,삼각지역 3번,3110073,WORKING,8093.0
984,목동역 8번출구,3120110,RESIDENT,8088.0
985,중림동,3120018,RESIDENT,8080.0
986,강남을지병원,3120190,RESIDENT,8076.0
987,성미산체육관,3110552,RESIDENT,8048.0
988,신방화역 8번,3110639,RESIDENT,8020.0
989,상봉역,3120069,WORKING,8017.0
990,"동원전통종합시장(동원시장, 동원전통시장 상점가)",3130111,RESIDENT,8016.0
991,신설동역 9번,3110181,RESIDENT,8000.0
992,중곡어린이공원,3110152,RESIDENT,7992.0
993,쌍문역1번(쌍리단길),3110396,RESIDENT,7984.0
994,외대앞역 1번,3110220,RESIDENT,7980.0
995,어린이대공원역 4번,3110144,RESIDENT,7976.0
996,모래내우체국,3110496,RESIDENT,7976.0
997,개미어린이공원,3111045,RESIDENT,7976.0
998,관악신사시장,3130279,RESIDENT,7964.0
999,은평구청,3110486,RESIDENT,7928.0
1000,서초동성당,3110930,WORKING,7920.0
1001,"남부골목시장(남부화곡시장, 남부시장)",3130221,RESIDENT,7892.0
1002,광산사거리,3110366,RESIDENT,7884.0
1003,보인중학교,3111038,WORKING,7880.0
1004,보문역 8번,3110302,RESIDENT,7864.0
1005,KT월곡지사,3110318,RESIDENT,7864.0
1006,비단길현대시장(현대시장),3130236,RESIDENT,7852.0
1007,장충단 고개,3110049,RESIDENT,7848.0
1008,국악고교사거리,3110981,RESIDENT,7848.0
1009,총신대학교,3120155,RESIDENT,7844.0
1010,중구청(퇴계로4가),3120034,RESIDENT,7832.0
1011,개봉역,3110703,RESIDENT,7820.0
1012,신풍역 1번,3110804,RESIDENT,7820.0
1013,송파나루역,3120232,WORKING,7800.0
1014,서연중학교,3110508,RESIDENT,7780.0
1015,사가정시장,3130112,RESIDENT,7780.0
1016,홍대부중,3110285,RESIDENT,7772.0
1017,홍대땡땡거리,3110569,RESIDENT,7740.0
1018,서초동성당,3110930,RESIDENT,7740.0
1019,벌말어린이공원,3111039,RESIDENT,7740.0
1020,구로창업지원센터,3110707,RESIDENT,7728.0
1021,영등포구청역 6번,3110770,RESIDENT,7720.0
1022,논현2동주민센터,3110966,WORKING,7709.0
1023,언주역 3번,3110961,RESIDENT,7704.0
1024,KB국민은행 중화동지점,3110245,RESIDENT,7692.0
1025,행당시장상점가,3130066,RESIDENT,7692.0
1026,도림초등학교,3110795,RESIDENT,7680.0
1027,경성고등학교,3110558,WORKING,7674.0
1028,방학1동주민센터,3110403,WORKING,7670.0
1029,한국폴리텍대학서울정수캠퍼스,3110090,RESIDENT,7668.0
1030,신림주공2단지(광신고등학교),3110870,RESIDENT,7660.0
1031,상왕십리역 3번,3110115,RESIDENT,7656.0
1032,한성백제역 3번,3111019,WORKING,7654.0
1033,선정릉역 4번,3110971,WORKING,7648.0
1034,성내천어린이공원(하니사랑길),3111053,WORKING,7635.0
1035,고덕동성당,3111088,RESIDENT,7620.0
1036,동구여중,3110288,RESIDENT,7616.0
1037,상왕십리역 6번,3110110,RESIDENT,7608.0
1038,세검정,3110005,RESIDENT,7600.0
1039,방배동사이길,3110912,WORKING,7596.0
1040,평창동동측,3110016,RESIDENT,7584.0
1041,태릉입구역,3120086,RESIDENT,7580.0
1042,연희파출소,3110513,WORKING,7551.0
1043,옥수역 6번,3110102,WORKING,7549.0
1044,성균관대학교,3110021,RESIDENT,7548.0
1045,황학코아루아파트,3110057,RESIDENT,7532.0
1046,영등포청과시장(조광시장),3130246,RESIDENT,7508.0
1047,수락산역 4번,3110415,WORKING,7507.0
1048,신서초등학교,3110615,WORKING,7467.0
1049,대학로(혜화역),3120012,RESIDENT,7464.0
1050,거여역,3120241,RESIDENT,7452.0
1051,문정역 1번,3111023,RESIDENT,7412.0
1052,자양골목전통시장(자양골목시장),3130081,RESIDENT,7404.0
1053,청구역 3번,3110054,RESIDENT,7400.0
1054,대림역,3120142,WORKING,7379.0
1055,경수초등학교,3110136,RESIDENT,7376.0
1056,개포지하차도 북측,3110993,WORKING,7363.0
1057,강남세브란스병원미래의학연구센터,3110972,RESIDENT,7360.0
1058,천호역,3120243,WORKING,7353.0
1059,구로역,3120125,RESIDENT,7348.0
1060,충무초등학교,3110043,WORKING,7347.0
1061,"이화여대 3,5,7길 상점가",3130179,RESIDENT,7340.0
1062,베르사이유1아파트,3110969,WORKING,7329.0
1063,을지로3가역,3120031,RESIDENT,7328.0
1064,숙대입구역 1번,3110075,WORKING,7323.0
1065,한강미주맨션아파트,3110071,WORKING,7305.0
1066,약수역,3120038,RESIDENT,7304.0
1067,백산초등학교,3110748,RESIDENT,7272.0
1068,대조시장,3130169,RESIDENT,7272.0
1069,반포4동주민센터(몽마르뜨공원),3110924,WORKING,7261.0
1070,두산초등학교,3110728,RESIDENT,7260.0
1071,경의중앙 신촌역,3110520,RESIDENT,7248.0
1072,청계천박물관,3110116,RESIDENT,7236.0
1073,등촌역 1번,3110677,RESIDENT,7236.0
1074,언북초등학교,3110976,RESIDENT,7232.0
1075,뚝섬역,3120051,RESIDENT,7224.0
